Id,SalePrice
1461,122196.836
1462,142772.14
1463,169457.2
1464,184900.83
1465,200623.75
1466,172822.84
1467,170915.97
1468,160697.8
1469,187041.86
1470,121804.05
1471,200417.4
1472,96834.78
1473,98173.97
1474,146889.95
1475,130419.695
1476,366312.88
1477,231755.98
1478,280291.6
1479,269266.28
1480,488698.78
1481,348024.75
1482,203582.27
1483,149029.08
1484,166828.9
1485,167517.8
1486,193530.27
1487,344252.7
1488,239466.42
1489,198873.69
1490,196271.83
1491,193769.42
1492,87109.63
1493,173832.98
1494,310306.9
1495,312747.22
1496,227080.38
1497,182514.16
1498,155720.83
1499,160505.73
1500,144005.86
1501,163079.36
1502,143285.28
1503,256187.47
1504,243470.94
1505,222163.03
1506,188996.48
1507,242722.58
1508,207047.9
1509,169005.95
1510,148632.36
1511,145837.22
1512,166947.0
1513,134027.02
1514,162924.38
1515,196509.88
1516,148686.23
1517,162490.52
1518,137865.9
1519,217273.83
1520,135218.17
1521,140998.22
1522,169631.02
1523,109533.61
1524,126311.42
1525,128602.38
1526,115206.77
1527,105103.14
1528,136911.53
1529,152409.48
1530,175845.84
1531,104920.77
1532,105129.4
1533,136668.5
1534,123993.03
1535,152995.2
1536,110886.5
1537,70307.66
1538,162114.23
1539,191784.81
1540,87794.85
1541,141602.33
1542,137296.08
1543,209390.45
1544,74795.73
1545,107520.6
1546,122638.49
1547,126568.14
1548,127433.16
1549,115070.945
1550,136223.73
1551,120901.0
1552,132680.98
1553,143309.47
1554,114267.5
1555,150117.73
1556,83811.27
1557,105992.75
1558,88970.914
1559,91989.79
1560,132640.12
1561,140978.19
1562,125800.74
1563,122075.93
1564,144993.64
1565,147809.12
1566,225745.11
1567,76616.87
1568,221303.23
1569,123784.49
1570,126821.15
1571,128299.44
1572,153629.31
1573,222506.73
1574,121359.96
1575,225274.77
1576,211713.86
1577,190436.66
1578,133491.12
1579,143705.95
1580,202378.8
1581,129167.05
1582,126642.03
1583,340797.0
1584,224975.05
1585,142363.3
1586,70981.98
1587,99427.59
1588,148655.05
1589,98305.88
1590,133493.28
1591,99220.06
1592,117609.73
1593,132211.11
1594,109823.45
1595,112545.95
1596,238265.0
1597,186819.9
1598,196556.55
1599,193971.31
1600,181143.39
1601,65647.41
1602,110695.79
1603,95340.32
1604,264790.28
1605,245285.28
1606,161689.33
1607,175776.94
1608,210626.58
1609,188965.48
1610,144478.23
1611,128839.55
1612,163226.86
1613,154061.25
1614,133533.52
1615,87199.31
1616,77133.14
1617,92076.59
1618,124884.02
1619,129470.43
1620,175946.33
1621,137494.19
1622,138668.81
1623,283196.12
1624,212221.45
1625,119419.44
1626,164172.45
1627,183055.94
1628,274115.3
1629,194808.52
1630,343144.78
1631,223762.03
1632,244369.31
1633,173574.56
1634,182038.89
1635,179086.45
1636,149601.1
1637,192447.33
1638,206088.92
1639,188569.97
1640,261198.22
1641,185627.34
1642,213123.81
1643,237366.2
1644,233531.34
1645,187630.89
1646,156362.95
1647,173319.98
1648,134047.84
1649,131738.75
1650,118620.695
1651,123169.92
1652,96998.28
1653,95851.586
1654,159795.69
1655,162137.6
1656,142993.3
1657,155306.16
1658,146748.12
1659,136952.4
1660,151935.81
1661,417140.47
1662,399366.75
1663,381462.03
1664,209309.39
1665,286772.2
1666,301032.94
1667,350498.88
1668,311632.84
1669,293538.94
1670,356348.6
1671,232781.56
1672,427410.38
1673,294688.94
1674,248708.55
1675,170208.89
1676,171368.89
1677,206513.5
1678,437171.97
1679,374952.53
1680,323678.72
1681,242467.86
1682,292490.2
1683,173865.31
1684,177388.53
1685,167078.23
1686,171850.53
1687,170033.5
1688,193106.97
1689,198986.75
1690,199105.58
1691,182365.05
1692,277889.25
1693,166890.16
1694,180653.1
1695,173289.75
1696,292679.94
1697,176058.95
1698,380124.9
1699,323364.62
1700,245813.81
1701,288362.8
1702,243562.44
1703,254845.05
1704,286913.9
1705,225693.88
1706,390464.56
1707,206718.61
1708,190603.64
1709,269733.03
1710,216532.47
1711,244063.52
1712,274206.8
1713,260006.27
1714,221984.92
1715,206121.94
1716,184601.66
1717,177263.22
1718,136089.73
1719,200745.47
1720,245119.25
1721,162797.33
1722,121261.39
1723,143465.64
1724,210170.3
1725,236514.55
1726,173394.39
1727,156569.61
1728,192433.38
1729,161974.69
1730,155213.61
1731,121175.96
1732,132494.1
1733,117118.7
1734,109926.98
1735,131432.94
1736,116011.51
1737,333232.78
1738,207184.0
1739,226645.3
1740,201528.48
1741,181069.64
1742,163079.36
1743,176206.61
1744,275922.4
1745,195408.78
1746,196275.02
1747,220119.45
1748,208828.88
1749,147317.42
1750,132159.94
1751,236325.83
1752,125718.945
1753,150205.66
1754,215138.12
1755,153016.36
1756,125447.8
1757,121671.46
1758,135450.1
1759,150295.64
1760,163068.62
1761,141783.27
1762,170837.1
1763,184140.62
1764,120584.45
1765,133942.55
1766,178035.44
1767,196352.89
1768,146316.88
1769,169306.48
1770,141606.78
1771,134518.34
1772,131485.6
1773,128849.13
1774,142865.03
1775,139941.8
1776,115058.21
1777,111188.83
1778,135781.45
1779,113678.38
1780,188662.61
1781,135928.38
1782,95831.38
1783,133047.94
1784,101165.516
1785,115350.24
1786,150169.86
1787,169433.94
1788,50720.598
1789,107105.1
1790,86364.75
1791,174130.66
1792,150030.42
1793,131622.97
1794,146986.8
1795,139390.62
1796,119369.0
1797,115758.2
1798,125466.34
1799,108879.05
1800,127084.234
1801,128558.234
1802,146884.36
1803,148305.16
1804,139600.83
1805,141001.45
1806,111908.28
1807,123100.05
1808,116820.53
1809,120037.16
1810,147911.64
1811,95379.79
1812,95306.41
1813,123369.89
1814,99443.53
1815,52527.395
1816,95575.28
1817,100346.46
1818,134875.84
1819,122088.625
1820,79195.33
1821,106164.83
1822,151805.02
1823,56837.7
1824,124058.32
1825,129412.29
1826,100141.5
1827,107338.34
1828,137644.55
1829,106601.8
1830,136438.52
1831,158544.12
1832,86452.516
1833,134764.38
1834,114507.164
